"id","description"
"15804","QUARTO INDIVIDUAL SUPERIOR 1 CAMA INDIVIDUAL <U>NON REFUNDABLE</U>"
"15902","QUARTO INDIVIDUAL SUPERIOR 1 CAMA KING SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15888","QUARTO INDIVIDUAL SUPERIOR 1 CAMA KING SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15901","QUARTO INDIVIDUAL SUPERIOR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15887","QUARTO INDIVIDUAL SUPERIOR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16555","QUARTO INDIVIDUAL, 1 CAMA INDIVIDUAL <U>NON REFUNDABLE</U>"
"16025","QUARTO INDIVIDUAL, VISTA PARA O JARDIM 1 CAMA INDIVIDUAL + PREÇO PARA MEMBROS: 11%"
"16627","QUARTO JÚNIOR, VISTA PARA O PÁTIO 1 CAMA QUEEN SIZE + PREÇO PARA MEMBROS: 25%"
"16537","QUARTO JÚNIOR, VISTA PARA O PÁTIO 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 25%"
"15158","QUARTO MELIA"
"15140","QUARTO MELIA   PACKAGE RATE"
"16379","QUARTO PREMIER, 1 CAMA KING SIZE, VISTA PARA O PARQUE"
"15338","QUARTO PREMIUM"
"15327","QUARTO PREMIUM   PACKAGE RATE"
"15773","QUARTO PREMIUM (EXPO VIEWS) 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"15772","QUARTO PREMIUM (EXPO VIEWS) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16324","QUARTO PREMIUM (KING SIZE BED) 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16325","QUARTO PREMIUM (KING SIZE BED) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16452","QUARTO PREMIUM 1 CAMA DE CASAL E 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 28%"
"15608","QUARTO PREMIUM 1 CAMA INDIVIDUAL"
"15554","QUARTO PREMIUM 1 CAMA INDIVIDUAL <U>NON REFUNDABLE</U>"
"16261","QUARTO PREMIUM 1 CAMA KING SIZE <U>NON REFUNDABLE</U>"
"16287","QUARTO PREMIUM 1 CAMA QUEEN SIZE"
"16451","QUARTO PREMIUM 4 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 28%"
"15172","QUARTO PREMIUM COM VISTA EXPO"
"15151","QUARTO PREMIUM COM VISTA EXPO   PACKAGE RATE"
"16069","QUARTO PREMIUM, 1 CAMA DE CASAL"
"16054","QUARTO PREMIUM, 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"15847","QUARTO PREMIUM, 2 CAMAS INDIVIDUAIS, ACESSO À PISCINA"
"15806","QUARTO PREMIUM, 2 CAMAS INDIVIDUAIS, ACESSO À PISCINA <U>NON REFUNDABLE</U>"
"16312","QUARTO PREMIUM, 2 CAMAS INDIVIDUAIS, VISTA PARA O OCEANO"
"16305","QUARTO PREMIUM, 2 CAMAS INDIVIDUAIS, VISTA PARA O OCEANO <U>NON REFUNDABLE</U>"
"16288","QUARTO PREMIUM, VARANDA 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PREÇO PARA MEMBROS: 41%"
"16271","QUARTO PREMIUM, VARANDA 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 41%"
"16289","QUARTO PREMIUM, VARANDA 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PREÇO PARA MEMBROS: 41%"
"16270","QUARTO PREMIUM, VARANDA 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 41%"
"15795","QUARTO PREMIUM, VISTA PARA O RIO 1 CAMA QUEEN SIZE"
"15699","QUARTO PRIVILEGE, QUARTO TWIN SUPERIOR, 2 CAMAS INDIVIDUAIS"
"16410","QUARTO QUÁDRUPLO 1 CAMA DE CASAL E 1 SOFÁ CAMA DE CASAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16646","QUARTO QUÁDRUPLO 1 CAMA DE CASAL E 2 CAMAS INDIVIDUAIS"
"15694","QUARTO QUÁDRUPLO 1 CAMA DE CASAL E 2 CAMAS INDIVIDUAIS + PROMOÇÃO PRIVADA: POUPE 10%"
"16647","QUARTO QUÁDRUPLO 1 CAMA DE CASAL E 2 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U>"
"15680","QUARTO QUÁDRUPLO 1 CAMA DE CASAL E 2 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16456","QUARTO QUÁDRUPLO SUPERIOR, VARANDA 1 CAMA DE CASAL E 3 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 28%"
"303","QUARTO ROMANTICO"
"16384","QUARTO ROYAL (ALMADA NEGREIROS) 1 CAMA KING SIZE <U>NON REFUNDABLE</U>"
"16383","QUARTO ROYAL (ALMADA NEGREIROS) 1 CAMA KING SIZE <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15810","QUARTO SIGNATURE, 1 CAMA KING SIZE, NÃO FUMADORES, VARANDA"
"15785","QUARTO SIGNATURE, 1 CAMA KING SIZE, NÃO FUMADORES, VARANDA <U>NON REFUNDABLE</U>"
"15820","QUARTO SIGNATURE, 1 CAMA KING SIZE, NÃO FUMADORES, VARANDA <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15811","QUARTO SIGNATURE, 2 CAMAS INDIVIDUAIS, NÃO FUMADORES, VARANDA"
"15803","QUARTO SIGNATURE, 2 CAMAS INDIVIDUAIS, NÃO FUMADORES, VARANDA <U>NON REFUNDABLE</U>"
"15821","QUARTO SIGNATURE, 2 CAMAS INDIVIDUAIS, NÃO FUMADORES, VARANDA <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"462","QUARTO STANDARD"
"16474","QUARTO STANDARD 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 10%"
"16516","QUARTO STANDARD 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 20%"
"16123","QUARTO STANDARD 1 CAMA DE CASAL + PROMOÇÃO PRIVADA: POUPE 10%"
"16508","QUARTO STANDARD 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"16489","QUARTO STANDARD 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 20%"
"16493","QUARTO STANDARD 1 CAMA DE CASAL <U>PACKAGE RATE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
"16468","QUARTO STANDARD 1 CAMA DE CASAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
"16000","QUARTO STANDARD 1 CAMA INDIVIDUAL"
"15981","QUARTO STANDARD 1 CAMA INDIVIDUAL <U>NON REFUNDABLE</U>"
"16126","QUARTO STANDARD 1 CAMA QUEEN SIZE + PREÇO PARA MEMBROS: 11%"
"16012","QUARTO STANDARD 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PREÇO PARA MEMBROS: 10%"
"15998","QUARTO STANDARD 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"16100","QUARTO STANDARD 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 11%"
"16013","QUARTO STANDARD 2 CAMAS QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PREÇO PARA MEMBROS: 10%"
"15997","QUARTO STANDARD 2 CAMAS QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"463","QUARTO STANDARD COM VISTAS"
"16413","QUARTO STANDARD COM WC PARTILHADO 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"15592","QUARTO STANDARD, 1 CAMA DE CASAL"
"15615","QUARTO STANDARD, 1 CAMA DE CASAL (SWEET BED) <U>NON REFUNDABLE</U>"
"15621","QUARTO STANDARD, 1 CAMA DE CASAL (SWEET BED) <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15980","QUARTO STANDARD, 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"16029","QUARTO STANDARD, 1 CAMA DE CASAL E SOFÁ CAMA 1 CAMA DE CASAL E 1 SOFÁ CAMA DE CASAL"
"16502","QUARTO STANDARD, 1 CAMA DE CASAL E SOFÁ CAMA 1 CAMA DE CASAL E 1 SOFÁ CAMA DE CASAL <U>NON REFUNDABLE</U>"
"16045","QUARTO STANDARD, 1 CAMA DE CASAL E SOFÁ CAMA 1 CAMA DE CASAL E 1 SOFÁ CAMA INDIVIDUAL <U>NON REFUNDABLE</U>"
"15529","QUARTO STANDARD, 1 CAMA DE CASAL, ACESSÍVEL (ACCESSIBLE)"
"15515","QUARTO STANDARD, 1 CAMA DE CASAL, ACESSÍVEL (ACCESSIBLE) <U>NON REFUNDABLE</U>"
"15631","QUARTO STANDARD, 1 CAMA DE CASAL, VISTA PARA A CIDADE"
"15553","QUARTO STANDARD, 1 CAMA DE CASAL, VISTA PARA A CIDADE <U>NON REFUNDABLE</U>"
"16073","QUARTO STANDARD, 1 CAMA KING SIZE <U>NON REFUNDABLE</U>"
"15561","QUARTO STANDARD, 1 CAMA QUEEN SIZE"
"15587","QUARTO STANDARD, 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U>"
"15719","QUARTO STANDARD, 2 CAMAS INDIVIDUAIS"
"15616","QUARTO STANDARD, 2 CAMAS INDIVIDUAIS (SWEET BED) <U>NON REFUNDABLE</U>"
"15620","QUARTO STANDARD, 2 CAMAS INDIVIDUAIS (SWEET BED) <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15684","QUARTO STANDARD, 2 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U>"
"15557","QUARTO STANDARD, 2 CAMAS INDIVIDUAIS, VARANDA, VISTA PARA O MAR"
"15534","QUARTO STANDARD, 2 CAMAS INDIVIDUAIS, VARANDA, VISTA PARA O MAR <U>NON REFUNDABLE</U>"
"16072","QUARTO STANDARD, VÁRIAS CAMAS 2 CAMAS INDIVIDUAIS E 1 SOFÁ CAMA INDIVIDUAL"
"16064","QUARTO STANDARD, VÁRIAS CAMAS 2 CAMAS INDIVIDUAIS E 1 SOFÁ CAMA INDIVIDUAL <U>NON REFUNDABLE</U>"
"15558","QUARTO STANDARD, VISTA PARA A CIDADE 2 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U>"
"16052","QUARTO STANDARD, VISTA PARA O RIO 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PREÇO PARA MEMBROS: 10%"
"16016","QUARTO STANDARD, VISTA PARA O RIO 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"16051","QUARTO STANDARD, VISTA PARA O RIO 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PREÇO PARA MEMBROS: 10%"
"16011","QUARTO STANDARD, VISTA PARA O RIO 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"15659","QUARTO STANDARD, VISTA PARA O VALE 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"15596","QUARTO STANDARD, VISTA PARA O VALE 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"15677","QUARTO STANDARD, VISTA PARA O VALE 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U>"
"15660","QUARTO STANDARD, VISTA PARA O VALE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"15595","QUARTO STANDARD, VISTA PARA O VALE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"15678","QUARTO STANDARD, VISTA PARA O VALE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U>"
"14456","QUARTO SUPERIOR"
"16283","QUARTO SUPERIOR (EXTRA BED) 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 33%"
"16709","QUARTO SUPERIOR (KING) 1 CAMA DE CASAL"
"16702","QUARTO SUPERIOR (KING) 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"16710","QUARTO SUPERIOR (KING) 1 CAMA DE CASAL <U>PACKAGE RATE</U>"
"16706","QUARTO SUPERIOR (KING) 1 CAMA DE CASAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16189","QUARTO SUPERIOR 1 CAMA DE CASAL + PROMOÇÃO PRIVADA: POUPE 10%"
"16326","QUARTO SUPERIOR 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 12%"
"16621","QUARTO SUPERIOR 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"16168","QUARTO SUPERIOR 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 6%"
"16195","QUARTO SUPERIOR 1 CAMA DE CASAL <U>PACKAGE RATE</U> + PROMOÇÃO PRIVADA"
"15673","QUARTO SUPERIOR 1 CAMA DE CASAL E 1 SOFÁ CAMA INDIVIDUAL + PREÇO PARA MEMBROS: 10%"
"16212","QUARTO SUPERIOR 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16513","QUARTO SUPERIOR 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 14%"
"16506","QUARTO SUPERIOR 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 14%"
"16657","QUARTO SUPERIOR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16213","QUARTO SUPERIOR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16327","QUARTO SUPERIOR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 12%"
"16514","QUARTO SUPERIOR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 14%"
"16620","QUARTO SUPERIOR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"16505","QUARTO SUPERIOR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 14%"
"16644","QUARTO SUPERIOR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"17027","QUARTO SUPERIOR CAMA QUEEN"
"15996","QUARTO SUPERIOR, 1 CAMA DE CASAL"
"15988","QUARTO SUPERIOR, 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"15609","QUARTO SUPERIOR, 1 CAMA DE CASAL OU 2 CAMAS INDIVIDUAIS 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"15650","QUARTO SUPERIOR, 1 CAMA DE CASAL OU 2 CAMAS INDIVIDUAIS 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"15610","QUARTO SUPERIOR, 1 CAMA DE CASAL OU 2 CAMAS INDIVIDUAIS 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"15556","QUARTO SUPERIOR, 1 CAMA INDIVIDUAL <U>NON REFUNDABLE</U>"
"15637","QUARTO SUPERIOR, 1 CAMA QUEEN SIZE"
"15585","QUARTO SUPERIOR, 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U>"
"16313","QUARTO SUPERIOR, 1 CAMA QUEEN SIZE, TERRAÇO"
"16294","QUARTO SUPERIOR, 1 CAMA QUEEN SIZE, TERRAÇO <U>NON REFUNDABLE</U>"
"16301","QUARTO SUPERIOR, 1 CAMA QUEEN SIZE, VISTA PARA A CIDADE"
"16279","QUARTO SUPERIOR, 1 CAMA QUEEN SIZE, VISTA PARA A CIDADE <U>NON REFUNDABLE</U>"
"16303","QUARTO SUPERIOR, 1 CAMA QUEEN SIZE, VISTA PARA A CIDADE <U>PACKAGE RATE</U>"
"16304","QUARTO SUPERIOR, 2 CAMAS DE CASAL"
"16298","QUARTO SUPERIOR, 2 CAMAS DE CASAL <U>NON REFUNDABLE</U>"
"16488","QUARTO SUPERIOR, 2 CAMAS INDIVIDUAIS, NÃO FUMADORES, VISTA PARA O RIO + PROMOÇÃO PRIVADA: POUPE 10%"
"16464","QUARTO SUPERIOR, 2 CAMAS INDIVIDUAIS, NÃO FUMADORES, VISTA PARA O RIO <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16377","QUARTO SUPERIOR, 2 CAMAS INDIVIDUAIS, VISTA PARA O PARQUE"
"16232","QUARTO SUPERIOR, VISTA PARA A CIDADE 1 CAMA DE CASAL + POUPE 44%"
"16266","QUARTO SUPERIOR, VISTA PARA A CIDADE 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"16281","QUARTO SUPERIOR, VISTA PARA A CIDADE 1 CAMA DE CASAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16099","QUARTO SUPERIOR, VISTA PARA O RIO 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PREÇO PARA MEMBROS: 10%"
"16057","QUARTO SUPERIOR, VISTA PARA O RIO 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"16173","QUARTO TRIPLO (ADULT) 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL + POUPE 40%  OFERTA SAZONAL"
"16544","QUARTO TRIPLO (WITH EXTRA BED) 2 CAMAS INDIVIDUAIS + POUPE 40%  OFERTA SAZONAL"
"16533","QUARTO TRIPLO (WITH EXTRA BED) 2 CAMAS INDIVIDUAIS <U>PACKAGE RATE</U> + OFERTA SAZONAL"
"16001","QUARTO TRIPLO 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15985","QUARTO TRIPLO 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15999","QUARTO TRIPLO 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA"
"16102","QUARTO TRIPLO 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16079","QUARTO TRIPLO 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> + PROMOÇÃO PRIVADA"
"15636","QUARTO TRIPLO 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16004","QUARTO TRIPLO 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15984","QUARTO TRIPLO 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15491","QUARTO TRIPLO 3 CAMAS INDIVIDUAIS"
"16167","QUARTO TRIPLO 3 CAMAS INDIVIDUAIS + PROMOÇÃO PRIVADA: POUPE 10%"
"16101","QUARTO TRIPLO 3 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16080","QUARTO TRIPLO 3 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> + PROMOÇÃO PRIVADA"
"15503","QUARTO TRIPLO 3 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U>"
"16260","QUARTO TRIPLO 3 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15526","QUARTO TRIPLO 3 CAMAS INDIVIDUAIS <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16642","QUARTO TRIPLO 3 CAMAS INDIVIDUAIS <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA"
"16050","QUARTO TRIPLO BÁSICO 1 CAMA QUEEN SIZE E 1 CAMA INDIVIDUAL + PREÇO PARA MEMBROS: 10%"
"16022","QUARTO TRIPLO BÁSICO 1 CAMA QUEEN SIZE E 1 CAMA INDIVIDUAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"16402","QUARTO TRIPLO BÁSICO, CASA DE BANHO PARTILHADA 3 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16404","QUARTO TRIPLO BÁSICO, CASA DE BANHO PARTILHADA 3 CAMAS INDIVIDUAIS <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA"
"16349","QUARTO TRIPLO DELUXE (KING SIZE BED) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16092","QUARTO TRIPLO DELUXE, VISTA PARA O RIO 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16040","QUARTO TRIPLO DELUXE, VISTA PARA O RIO 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16093","QUARTO TRIPLO DELUXE, VISTA PARA O RIO 3 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16041","QUARTO TRIPLO DELUXE, VISTA PARA O RIO 3 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16436","QUARTO TRIPLO ECONÓMICO, 1 QUARTO 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 28%"
"16437","QUARTO TRIPLO ECONÓMICO, 1 QUARTO 3 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 28%"
"16315","QUARTO TRIPLO EXECUTIVO 1 CAMA DE CASAL E 1 SOFÁ CAMA INDIVIDUAL + PREÇO PARA MEMBROS: 33%"
"15727","QUARTO TRIPLO FAMILIAR (CLUB HOUSE) 2 CAMAS INDIVIDUAIS + PREÇO PARA MEMBROS: 33%"
"15750","QUARTO TRIPLO FAMILIAR, VARANDA (CLUB HOUSE) 2 CAMAS INDIVIDUAIS + PREÇO PARA MEMBROS: 33%"
"16479","QUARTO TRIPLO STANDARD 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL + PROMOÇÃO PRIVADA: POUPE 14%"
"15501","QUARTO TRIPLO STANDARD 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15484","QUARTO TRIPLO STANDARD 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15619","QUARTO TRIPLO STANDARD 1 CAMA DE CASAL E 1 SOFÁ CAMA DE CASAL"
"16584","QUARTO TRIPLO STANDARD 1 CAMA QUEEN SIZE E 1 CAMA INDIVIDUAL + PREÇO PARA MEMBROS: 12%"
"16562","QUARTO TRIPLO STANDARD 1 CAMA QUEEN SIZE E 1 CAMA INDIVIDUAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 12%"
"15982","QUARTO TRIPLO STANDARD 3 CAMAS INDIVIDUAIS"
"15843","QUARTO TRIPLO STANDARD 3 CAMAS INDIVIDUAIS + PROMOÇÃO PRIVADA: POUPE 10%"
"15502","QUARTO TRIPLO STANDARD 3 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15483","QUARTO TRIPLO STANDARD 3 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15736","QUARTO TRIPLO STANDARD 3 CAMAS INDIVIDUAIS <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"3250","QUARTO TRIPLO STANDART"
"16628","QUARTO TRIPLO SUPERIOR 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL + PREÇO PARA MEMBROS: 33%"
"15737","QUARTO TRIPLO SUPERIOR, 1 CAMA QUEEN SIZE E SOFÁ CAMA 1 CAMA QUEEN SIZE E 1 SOFÁ CAMA DE CASAL"
